adj_edge_jaccard,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,node_recall,num_pred_nodes,reclaimed,safe_divs,stem,total_node_ratio,variant
0.9050579911048241,1,3,0,44,20,0.8982511923688394,565,6bba,0.9547581903276131,4720,17,18,6bba_268e1230,-0.07577834345016644,min2_steal2
0.9523916248280739,1,3,0,32,24,0.9424460431654677,917,6bba,0.9918864097363083,4950,13,18,6bba_2819ca14,-0.10552945428261655,min2_steal2
0.690920570793175,1,1,0,144,142,0.6998950682056663,667,6bba,0.9211136890951276,43668,138,161,6bba_32db13fc,0.12822632734788786,min2_steal2
0.9440091107803343,0,1,2,30,46,0.9396346306592533,1183,6bba,0.9992138364779874,29061,57,106,6bba_337b1b3a,-0.04655511811023622,min2_steal2
0.7968376669726264,1,1,0,93,119,0.7988614800759013,842,6bba,0.9769307923771314,53384,168,197,6bba_3abfe10a,0.02533371746854893,min2_steal2
0.9858453137374308,2,0,0,7,5,0.9840213049267643,739,6bba,0.9973856209150327,6142,13,20,6bba_3c5691b6,-0.018536273569830616,min2_steal2
0.7891724864826467,1,1,0,50,64,0.7881040892193308,424,6bba,0.9721115537848606,22921,64,84,6bba_3db54e20,-0.013556550180754003,min2_steal2
0.9953131703131705,0,1,1,13,9,0.9814814814814815,1166,6bba,0.9942004971002486,8455,13,29,6bba_3fda6b25,-0.14092664092664092,min2_steal2
0.7571745287106341,1,0,0,47,35,0.7445482866043613,239,6bba,0.9041095890410958,23495,75,87,6bba_474be664,-0.16958258226416428,min2_steal2
0.9305252445983904,2,2,3,33,29,0.9345300950369588,885,6bba,0.9850267379679144,24992,51,92,6bba_48816121,0.04285416232005007,min2_steal2
